O*NET-SOC CODE	Title	TASKS
13-1041.02	Evaluadores e inspectores que otorgan permisos	Advierte a violadores sobre infracciones o sanciones.
13-1041.02	Evaluadores e inspectores que otorgan permisos	Prepara la correspondencia para informar a las partes involucradas sobre las decisiones tomadas y recursos de apelación de derechos.
13-1041.02	Evaluadores e inspectores que otorgan permisos	Prepara informes de actividades, evaluaciones, recomendaciones y decisiones.
13-1041.02	Evaluadores e inspectores que otorgan permisos	Se reúne con funcionarios, especialistas profesionales o técnicos y entrevista a personas para obtener información o aclarar hechos.
13-1041.02	Evaluadores e inspectores que otorgan permisos	Expide licencias para las personas que cumplen con las normas.
13-1041.02	Evaluadores e inspectores que otorgan permisos	Visita establecimientos para determinar que se cuentan con los permisos y licencias válidos y que se mantienen las normas de autorización.
13-1041.02	Evaluadores e inspectores que otorgan permisos	Califica exámenes y evalúa la habilidad del candidato a través de la observación del manejo y control de equipos.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Interpreta para personas y patrones leyes de derechos civiles y disposiciones gubernamentales para la igualdad de oportunidades.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Investiga prácticas laborales y supuestas violaciones a la ley para documentar y corregir factores discriminatorios.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Consulta con representantes de la comunidad para desarrollar acuerdos de asistencia técnica con base en disposiciones gubernamentales.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Realiza estudios y evalúa resultados para determinar la existencia de discriminación sistemática.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Prepara informes sobre resultados y recomendaciones para tomar medidas correctivas.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Estudia reclamaciones sobre la igualdad de oportunidades a fin de aclarar ciertos asuntos.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Revisa contratos para determinar las medidas que se requieren en la compañía para cumplir con las disposiciones gubernamentales sobre igualdad de oportunidades.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Actúa como representante entre agencias de colocaciones de minorías y patrones.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Se reúne con la administración u otro personal para resolver o determinar asuntos o disputas sobre igualdad de oportunidades.
13-1041.03	Funcionarios que observan el cumplimiento de leyes que otorgan igualdad de oportunidad para obtener trabajo	Desarrolla directrices de prácticas laborales no discriminatorias para que los patrones las apliquen.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Investiga actividades reguladas para detectar violaciones a las leyes relacionadas con actividades como cobro de ingresos, prácticas laborales o reclamaciones por ganancias fraudulentas.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Inspecciona equipos y materiales pertenecientes al gobierno que están en posesión de contratistas privados a fin de prevenir deterioro, daños, robos y otras irregularidades.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Examina registros, informes y documentos para establecer hechos y detectar discrepancias.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Ubica y entrevista a demandantes, testigos o representantes de negocios o del gobierno para recabar hechos relevantes para la inspección o por supuestas violaciones.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Inspecciona productos procesados o manufacturados para garantizar que cumplen con las especificaciones del contrato y requisitos legales.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Investiga el carácter del solicitante de una licencia o permiso especial, así como usos indebidos de licencias o permisos.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Prepara la correspondencia, informes de inspecciones o investigaciones, así como recomendaciones a autoridades legales o administrativas.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Presenta muestras de productos a laboratorios gubernamentales para su examinación tal como lo señalen los procedimientos de la dependencia.
13-1041.04	Inspectores e investigadores de las propiedades gubernamentales	Comparece en tribunales o en procedimientos administrativos relacionados con los resultados de la investigación.
13-1041.05	Inspectores de recipientes de alta presión	Inspecciona planos, diseños y especificaciones para tuberías, calderas y otros recipientes.
13-1041.05	Inspectores de recipientes de alta presión	Inspecciona conductos de gas para determinar que el flujo, presión, ubicación, construcción o instalación cumplen con las normas.
13-1041.05	Inspectores de recipientes de alta presión	Calcula los límites permitidos de presión, resistencia y tensión.
13-1041.05	Inspectores de recipientes de alta presión	Lleva a cabo pruebas estándar para verificar el estado del equipo y la calibración de los medidores e indicadores, mediante equipos de verificación y herramientas de mano.
13-1041.05	Inspectores de recipientes de alta presión	Evalúa factores como los materiales usados, artefactos de seguridad, reguladores, calidad de la construcción, remaches, soldaduras, picaduras, corrosión, grietas y operación de válvulas de seguridad.
13-1041.05	Inspectores de recipientes de alta presión	Recomienda u ordena medidas para corregir violaciones a los requisitos legales o para eliminar condiciones inseguras.
13-1041.05	Inspectores de recipientes de alta presión	Da fe de aprobaciones y verificaciones de instalación.
13-1041.05	Inspectores de recipientes de alta presión	Examina permisos e inspecciona registros para determinar que el programa de inspección y medidas de corrección cumplen con los procedimientos y reglamentos.
13-1041.05	Inspectores de recipientes de alta presión	Investiga accidentes para determinar las causas y para desarrollar métodos para evitar que se repitan.
13-1041.05	Inspectores de recipientes de alta presión	Se reúne con ingenieros, fabricantes, contratistas, dueños y operadores para tratar/discutir problemas en la construcción, operación y reparación.
13-1041.05	Inspectores de recipientes de alta presión	Lleva registros y prepara informes de inspecciones e investigaciones para autoridades legales o administrativas.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Dirige actividades de médicos y tecnólogos que dirigen autopsias, análisis patológicos y toxicológicos para determinar las causas de muerte.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Dirige investigaciones sobre las circunstancias de las muertes para determinar responsabilidades por muertes repentinas, violentas o sospechosas.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Se reúne con funcionarios de salud pública y dependencias de cumplimiento de la ley para coordinar actividades entre las dependencias.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Dirige actividades de empleados encargados de preparar documentos para registros permanentes.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Coordina actividades para la disposición de un cadáver no reclamado y de los objetos personales del fallecido.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Comparece en indagatorias, audiencias y juicios en tribunales.
13-1041.06	Funcionarios encargados de investigar las causas de muertes violentas, repentinas o sospechosas.	Proporciona información a los parientes del fallecido sobre las circunstancias de su muerte.
13-1051.00	Estimadores de costos	Analiza planos, especificaciones, propuestas y otros documentos para preparar cálculos de tiempos, costos y mano de obra.
13-1051.00	Estimadores de costos	Prepara estimados utilizados para propósitos de administración tales como planeación, organización y programación del trabajo.
13-1051.00	Estimadores de costos	Prepara cálculos para seleccionar vendedores o subcontratistas y para determinar la efectividad de costos.
13-1051.00	Estimadores de costos	Revisa datos para determinar requisitos de material y mano de obra; prepara listas detalladas.
13-1051.00	Estimadores de costos	Prepara cálculos de tiempos, costos y mano de obra para productos, proyectos o servicios, aplicando metodologías, técnicas y procesos especializados.
13-1051.00	Estimadores de costos	Dirige estudios especiales para desarrollar y establecer horas de trabajo normales y datos de costos relacionados o para realizar reducciones de costos.
13-1051.00	Estimadores de costos	Calcula factores de costos utilizados para preparar cálculos para la administración y determinar la efectividad de costos.
13-1051.00	Estimadores de costos	Consulta con clientes, vendedores, entre otros, para discutir y formular cálculos y resolver problemas.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Entrevista a personas que solicitan trabajo para seleccionar a la gente que cumple con los requisitos solicitados por el empleador.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Envía a los candidatos seleccionados con la persona que presentó la orden de trabajo de acuerdo con políticas de la empresa.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Registra conocimientos adicionales, aptitudes, habilidades, intereses, resultados de pruebas y otros datos pertinentes para la selección y recomendación de candidatos.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Informa a los candidatos respecto a deberes y responsabilidades, compensaciones y prestaciones, planes de trabajo, condiciones laborales, oportunidades de ascenso y otra información similar.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Busca y recluta candidatos para vacantes disponibles.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Verifica la experiencia y referencias de los candidatos.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Dirige u organiza exámenes de aptitudes, inteligencia o psicológicos para personas que solicitan trabajo.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Envía a candidatos a servicios de orientación vocacional.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Contacta a patrones para solicitar vacantes de trabajo y registra información en formas para describir deberes, requisitos de contratación y datos similares.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Evalúa técnicas de selección y evaluación al realizar actividades de investigación o seguimiento y al consultar con el personal administrativo y de supervisión.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Lleva registros de los candidatos que no se seleccionaron para los empleos.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Revisa órdenes de trabajo e identifica a los candidatos que reúnen los requisitos del trabajo mediante búsqueda manual o en archivos computarizados.
13-1071.01	Entrevistadores del servicio de empleo del sector público o privado	Revisa solicitudes de empleo y evalúa la experiencia laboral, educación, capacitación, habilidades para el trabajo, necesidades económicas y otros datos de candidatos.
13-1071.02	Reclutadores de personal	Entrevista a candidatos para obtener información sobre su experiencia laboral, educación, habilidades para el trabajo y otros antecedentes.
13-1071.02	Reclutadores de personal	Contrata o remite al candidato a otro personal de contratación de la empresa.
13-1071.02	Reclutadores de personal	Contacta a los candidatos por correo o teléfono para informarles sobre sus posibilidades, consideración y selección para un empleo.
13-1071.02	Reclutadores de personal	Proyecta cada año gastos de reclutamiento para controles y consideraciones presupuestarios.
13-1071.02	Reclutadores de personal	Corrige y califica partes de exámenes utilizados para evaluar y seleccionar candidatos.
13-1071.02	Reclutadores de personal	Prepara y lleva registros de empleo y autoriza trámites que asignan a candidatos a ciertos puestos.
13-1071.02	Reclutadores de personal	Se dirige a grupos cívicos, sociales, entre otros, para difundir información sobre posibles vacantes y oportunidades de trabajo.
13-1071.02	Reclutadores de personal	Asiste y asesora a la administración de la empresa en la organización, preparación y aplicación de programas de reclutamiento y retención.
13-1071.02	Reclutadores de personal	Evalúa criterios de selección y reclutamiento para garantizar el apego a normas profesionales, estadísticas y de evaluación; recomienda revisiones cuando es necesario.
13-1071.02	Reclutadores de personal	Concerta entrevistas, transporte y alojamiento para candidatos seleccionados por cuenta de la compañía.
13-1071.02	Reclutadores de personal	Proporciona a posibles candidatos información sobre instalaciones, operaciones, prestaciones y oportunidades laborales y profesionales en la empresa.
13-1071.02	Reclutadores de personal	Verifica la experiencia y referencias de los candidatos.
13-1071.02	Reclutadores de personal	Contacta a representantes de universidades para concertar y programar entrevistas con alumnos en el plantel.
13-1071.02	Reclutadores de personal	Revisa y evalúa aptitudes de candidatos o cumplimiento de requisitos para concesiones específicas de acuerdo con directrices establecidas y códigos designados para otorgar concesiones.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Analiza datos organizacionales, ocupacionales e industriales para facilitar funciones organizacionales y proporciona información técnica al gobierno, industria y negocios.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Prepara resultados de investigaciones para su publicación en forma de periódicos, libros, manuales y películas.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Consulta con funcionarios de empresas, industrias, gobierno y sindicatos para garantizar, planear y elaborar estudios y encuestas de puestos.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Planea y desarrolla curricula y materiales para programas de capacitación; dirige la capacitación.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Evalúa y mejora métodos y técnicas para seleccionar, ascender, evaluar y capacitar a empleados.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Determina la necesidad y desarrolla instrumentos y materiales para analizar empleos.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Investiga requisitos de trabajo y de los empleados, relaciones funcionales y estructurales entre empleos y puestos y tendencias ocupacionales.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Prepara informes como descripciones de trabajo, organigramas y diagramas de flujo e informes sobre carreras para resumir la información del análisis de empleo.
13-1072.00	Especialistas en indemnizaciones, prestaciones y análisis del perfil ocupacional	Observa y entrevista a empleados para recopilar información organizacional, de empleos y puestos.
13-1073.00	Especialistas en capacitación y desarrollo	Desarrolla y dirige orientación y capacitación para empleados o clientes de establecimientos industriales o comerciales.
13-1073.00	Especialistas en capacitación y desarrollo	Coordina el reclutamiento y colocación de participantes en la capacitación de habilidades.
13-1073.00	Especialistas en capacitación y desarrollo	Programa clases en base a la disponibilidad de salones, equipos e instructores.
13-1073.00	Especialistas en capacitación y desarrollo	Examina, contrata y asigna a empleados a puestos basado en las credenciales del empleado.
13-1073.00	Especialistas en capacitación y desarrollo	Envía a los practicantes con problemas sociales a la dependencia de servicios correspondiente.
13-1073.00	Especialistas en capacitación y desarrollo	Examina costos de capacitación para garantizar que no se exceda el presupuesto y prepara informes presupuestarios para justificar gastos.
13-1073.00	Especialistas en capacitación y desarrollo	Supervisa a instructores, controla y evalúa el desempeño del instructor y los envía a clases para desarrollar sus habilidades.
13-1073.00	Especialistas en capacitación y desarrollo	Lleva registros y escribe informes para controlar y evaluar las actividades de capacitación y efectividad de programas.
13-1073.00	Especialistas en capacitación y desarrollo	Asiste a reuniones y seminarios para obtener información útil para capacitar personal e informar a la administración de programas de capacitación y objetivos.
13-1073.00	Especialistas en capacitación y desarrollo	Organiza y desarrolla manuales y guías de procedimientos de capacitación.
13-1073.00	Especialistas en capacitación y desarrollo	Consulta con gerentes, instructores o representantes de clientes del establecimiento industrial o comercial para determinar necesidades de capacitación.
13-1073.00	Especialistas en capacitación y desarrollo	Asigna a instructores para realizar la capacitación y los ayuda a obtener los materiales de capacitación necesarios.
13-1073.00	Especialistas en capacitación y desarrollo	Evalúa materiales de capacitación como esquemas, textos y folletos elaborados por instructores.
13-1111.00	Analistas de gestión	Revisa formularios e informes y consulta a la administración y usuarios sobre formatos, distribución y propósitos, así como para identificar problemas y mejoras.
13-1111.00	Analistas de gestión	Desarrolla y aplica programas de administración de registros para archivar, proteger y recuperar registros y garantiza que se cumpla con el programa.
13-1111.00	Analistas de gestión	Prepara manuales y capacita a empleados en el uso de nuevos formularios, informes, procedimientos o equipos, de acuerdo con las políticas de la organización.
13-1111.00	Analistas de gestión	Recomienda la compra de equipos de almacenamiento, y diseña la distribución del área para colocar los equipos en el espacio disponible.
13-1111.00	Analistas de gestión	Reúne y organiza información sobre problemas o procedimientos.
13-1111.00	Analistas de gestión	Documenta resultados de estudios y prepara recomendaciones para aplicar nuevos sistemas, procedimientos o para hacer cambios en la organización.
13-1111.00	Analistas de gestión	Analiza los datos recabados y desarrolla soluciones o métodos alternativos para proceder.
13-1111.00	Analistas de gestión	Consulta al personal correspondiente para garantizar el funcionamiento exitoso de sistemas o procedimientos recién aplicados.
13-1111.00	Analistas de gestión	Planea el estudio de problemas y procedimientos laborales, como cambios en la organización, comunicaciones, flujo de información, métodos integrados de producción, control de inventarios o análisis de costos.
13-1111.00	Analistas de gestión	Diseña, evalúa, recomienda y aprueba cambios en formularios e informes.
13-1111.00	Analistas de gestión	Entrevista al personal y realiza observaciones en el lugar para examinar las funciones de la unidad, el trabajo realizado, así como métodos, equipos y personal utilizados.
13-1121.00	Planificadores de conferencias y convenciones	Dirige y coordina actividades del personal y del personal de la convención para llegar a acuerdos, preparar instalaciones y proporcionar los servicios para los eventos.
13-1121.00	Planificadores de conferencias y convenciones	Evalúa y selecciona a los proveedores de servicios, como instalaciones para la reunión, oradores y transportación, de acuerdo con las necesidades del cliente.
13-1121.00	Planificadores de conferencias y convenciones	Inspecciona salones y desplegados para que cumplan con las necesidades del cliente; dirige evaluaciones posteriores a la reunión para mejorar eventos futuros.
13-1121.00	Planificadores de conferencias y convenciones	Obtiene permisos de los departamentos de bomberos y salud para instalar desplegados y exhibiciones; sirve comida en los eventos.
13-1121.00	Planificadores de conferencias y convenciones	Habla con los asistentes y resuelve quejas para mantener una buena reputación.
13-1121.00	Planificadores de conferencias y convenciones	Lee publicaciones comerciales; asiste a seminarios y consulta con otros profesionales en reuniones para mantenerse al día sobre normas y tendencias en la organización de eventos.
13-1121.00	Planificadores de conferencias y convenciones	Lleva registros de los eventos.
13-1121.00	Planificadores de conferencias y convenciones	Revisa cuentas para determinar que son exactas y aprueba su pago.
13-1121.00	Planificadores de conferencias y convenciones	Negocia contratos con proveedores, como hoteles, centros de convenciones y oradores.
13-1121.00	Planificadores de conferencias y convenciones	Planea y desarrolla programas, presupuestos y servicios, como alojamientos, banquetes y entretenimiento, de acuerdo con las necesidades del cliente.
13-1121.00	Planificadores de conferencias y convenciones	Consulta con clientes para determinar los objetivos y necesidades de los eventos, tales como, reuniones, conferencias y convenciones.
13-2011.01	Contadores	Analiza operaciones, tendencias, costos, ingresos, compromisos financieros y obligaciones incurridas para proyectar ingresos y egresos futuros, mediante una computadora.
13-2011.01	Contadores	Anticipa ingresos y egresos y presenta informes a la administración.
13-2011.01	Contadores	Estudia las operaciones del establecimiento para determinar las necesidades de contabilidad.
13-2011.01	Contadores	Calcula impuestos adeudados, asegura el cumplimiento con pagos de impuestos, declaraciones y otros requisitos fiscales; representa a la empresa ante la autoridad fiscal competente.
13-2011.01	Contadores	Dirige actividades de empleados que llevan a cabo trabajos de contabilidad y mantenimiento de libros y registros.
13-2011.01	Contadores	Adapta funciones de contabilidad y mantenimiento de registros a la tecnología actual de sistemas computarizados de contabilidad.
13-2011.01	Contadores	Determina, evalúa y hace el inventario de bienes inmuebles y equipos; registra descripciones, valores, ubicación y otro tipo de información.
13-2011.01	Contadores	Prepara formas y manuales para el personal encargado de la contabilidad y mantenimiento de libros.
13-2011.01	Contadores	Revisa contratos y prepara informes para fundamentar operaciones antes de su liquidación.
13-2011.01	Contadores	Establece tablas de contabilidad y asigna partidas a cuentas correspondientes.
13-2011.01	Contadores	Desarrolla, aplica, modifica y documenta sistemas de presupuestos, costos, generales, de bienes y de contabilidad fiscal.
13-2011.01	Contadores	Desarrolla, mantiene y analiza presupuestos; prepara informes periódicos que comparan costos presupuestados con costos reales.
13-2011.01	Contadores	Analiza registros de operaciones financieras para determinar que los ingresos están precisos y completos, mediante una computadora.
13-2011.01	Contadores	Informa a la administración sobre las finanzas de la empresa y la asesora sobre temas como manejo de recursos, estrategias fiscales y suposiciones que subyacen en los pronósticos presupuestarios.
13-2011.01	Contadores	Prepara hojas de balance, estados de ganancias y pérdidas, tablas de amortizaciones y depreciaciones, entre otros informes financieros mediante calculadora o computadora.
13-2011.02	Auditores	Revisa datos sobre activos materiales, patrimonio neto, pasivos, acciones del capital, excedentes, ingresos y egresos.
13-2011.02	Auditores	Informa a la administración sobre la utilización de activos y resultados de auditorías; sugiere cambios en operaciones y actividades financieras.
13-2011.02	Auditores	Analiza datos para detectar controles deficientes, esfuerzos innecesarios, gastos excesivos, fraudes o incumplimiento de las leyes, disposiciones y políticas de la administración.
13-2011.02	Auditores	Examina registros de nóminas y personal para determinar la cobertura de indemnización a empleados.
13-2011.02	Auditores	Verifica registros contables en un diario o en el libro mayor al examinar el inventario.
13-2011.02	Auditores	Examina registros, declaraciones fiscales y documentos similares relacionados con el establecimiento del patrimonio de fallecidos.
13-2011.02	Auditores	Dirige actividades del personal encargado de presentar, registrar, recabar y transmitir registros financieros.
13-2011.02	Auditores	Supervisa auditorías de empresas y determina que tan amplia necesita ser la investigación.
13-2011.02	Auditores	Examina registros y entrevista a empleados para garantizar el registro de operaciones y el cumplimiento con leyes y disposiciones.
13-2011.02	Auditores	Evalúa finanzas de contribuyentes para determinar obligaciones fiscales mediante conocimientos de tasas de interés y de descuento, pensiones, valoración de acciones y bonos, así como valoración de amortización de activos agotables.
13-2011.02	Auditores	Consulta con directivos de la compañía sobre asuntos financieros y oficiales.
13-2011.02	Auditores	Revisa registros para determinar primas de seguro por desempleo, pasivos y cumplimiento con las leyes fiscales.
13-2011.02	Auditores	Revisa cuentas de contribuyentes y dirige auditorías en el lugar de trabajo o por correspondencia o al convocar al contribuyente a su oficina.
13-2011.02	Auditores	Revisa fondos disponibles, cuentas por cobrar y por pagar, títulos de crédito y cheques cancelados.
13-2011.02	Auditores	Analiza informes anuales, estados financieros y otros registros, mediante procedimientos de contabilidad y estadísticos aprobados para determinar la situación financiera.
13-2011.02	Auditores	Inspecciona libros y sistemas de contabilidad para comprobar su eficiencia, efectividad y uso de procedimientos de contabilidad aprobados para registrar operaciones.
13-2021.01	Asesores	Valúa bienes personales e inmuebles, como aviones, barcos, edificios y terrenos para determinar su justo valor.
13-2021.01	Asesores	Inspecciona bienes, considerando factores como valor en el mercado, ubicación y costos de construcción y reubicación, para determinar el valor de tasación.
13-2021.01	Asesores	Redacta y presenta informes de tasación y fiscales para el registro público.
13-2021.01	Asesores	Interpreta leyes sobre propiedades; formula políticas operativas y dirige actividades de la oficina de tasación.
13-2021.01	Asesores	Determina y calcula impuestos de acuerdo con tablas y esquemas de impuestos ya establecidos.
13-2021.02	Valuadores de bienes raíces	Cuando realiza un cálculo final de los valores de la propiedad, considera factores como depreciación, comparación del valor de propiedades similares y potencial de ingresos.
13-2021.02	Valuadores de bienes raíces	Fotografía interiores y exteriores de propiedades para ayudar en el cálculo del valor de la propiedad, para fundamentar los resultados y completar el informe de tasación.
13-2021.02	Valuadores de bienes raíces	Inspecciona propiedades para evaluar la construcción, condición y diseño funcional; toma medidas de la propiedad.
13-2021.02	Valuadores de bienes raíces	Entrevista a las personas de los alrededores y que están familiarizadas con la propiedad, por ejemplo, contratistas, propietarios y otros corredores de bienes raíces para obtener la información pertinente.
13-2021.02	Valuadores de bienes raíces	Busca operaciones como ventas, arrendamientos y avalúos en registros públicos.
13-2021.02	Valuadores de bienes raíces	Elabora informes escritos con datos recabados y presenta informes para corroborar el valor establecido.
13-2021.02	Valuadores de bienes raíces	Considera la ubicación, tendencias o cambios inminentes que pueden influir en el valor futuro de la propiedad.
13-2031.00	Analistas de presupuestos	Analiza archivos de contabilidad para determinar los recursos financieros requeridos para aplicar programas y emite recomendaciones para distribución de presupuestos.
13-2031.00	Analistas de presupuestos	Recomienda aprobación o rechazo de solicitudes de fondos.
13-2031.00	Analistas de presupuestos	Correlaciona asignaciones para programas específicos con asignaciones para programas de los departamentos e incluye partidas para fondos de emergencia.
13-2031.00	Analistas de presupuestos	Consulta con directivos para asegurar que se realizan ajustes de acuerdo con los cambios al programa para facilitar la planeación a largo plazo.
13-2031.00	Analistas de presupuestos	Comparece ante autoridades examinadoras y patrocinadoras para hablar sobre presupuestos propuestos a fin de aclarar informes y obtener el apoyo para necesidades presupuestarias calculadas.
13-2031.00	Analistas de presupuestos	Dirige la recopilación de datos en base a estudios y análisis estadísticos de años pasados y presentes para preparar presupuestos.
13-2031.00	Analistas de presupuestos	Dirige la preparación de informes presupuestarios normales y especiales para interpretar las directivas presupuestarias y establecer políticas para llevarlas a cabo.
13-2031.00	Analistas de presupuestos	Asesora al personal sobre análisis de costos y distribuciones fiscales.
13-2031.00	Analistas de presupuestos	Analiza costos en relación con servicios prestados durante años fiscales anteriores para preparar análisis comparativos de programas de operación.
13-2031.00	Analistas de presupuestos	Revisa de manera periódica presupuestos de operación para analizar tendencias que afectan las necesidades presupuestarias.
13-2041.00	Analistas de créditos	Analiza datos crediticios y estados financieros para determinar el grado de riesgo que implica otorgar un crédito o prestar dinero.
13-2041.00	Analistas de créditos	Revisa los expedientes de clientes, ya sean de cuentas individuales o comerciales, para identificar y seleccionar cuentas morosas para su cobro.
13-2041.00	Analistas de créditos	Consulta con clientes para resolver quejas y verificar operaciones financieras y de crédito; ajusta las cuentas cuando es necesario.
13-2041.00	Analistas de créditos	Consulta con asociaciones de crédito y otros representantes de empresas para intercambiar información crediticia.
13-2041.00	Analistas de créditos	Genera relaciones financieras, utilizando programas de cómputo para evaluar el estado financiero del cliente.
13-2041.00	Analistas de créditos	Compara la liquidez, rentabilidad e historial crediticio de la empresa con las de empresas similares de la misma industria y situación geográfica.
13-2041.00	Analistas de créditos	Llena solicitudes de crédito, incluyendo análisis de créditos y resúmenes de peticiones de préstamos; las somete ante comités de crédito para su aprobación.
13-2041.00	Analistas de créditos	Evalúa expedientes de clientes y recomienda planes de pago con base en ingresos, ahorros, historial de pagos y actividad de compra.
13-2041.00	Analistas de créditos	Analiza datos financieros como incremento del ingreso, calidad de gestión y participación en el mercado para determinar la rentabilidad del préstamo.
13-2051.00	Analistas financieros	Analiza información financiera para pronosticar el estado futuro de empresas, industrias y de la situación económica que puede usarse en la toma de decisiones de inversiones.
13-2051.00	Analistas financieros	Recomienda plazos de inversión y órdenes de compra y venta a la empresa o personal de la compañía de inversión.
13-2051.00	Analistas financieros	Elabora en computadora tablas y gráficas para ilustrar informes.
13-2051.00	Analistas financieros	Contacta a corredores de bolsa y adquiere inversiones para la compañía de acuerdo con la política de la empresa.
13-2051.00	Analistas financieros	Recopila información, por ejemplo, información industrial, oficial y económica, estados financieros de la empresa, publicaciones periódicas y de periódicos financieros.
13-2051.00	Analistas financieros	Interpreta datos en lo referente a precios, rendimiento, estabilidad y tendencias futuras en riesgos de inversión e influencias económicas en relación con inversiones.
13-2052.00	Asesores sobre finanzas personales	Entrevista a clientes con problemas de deudas para determinar su ingreso mensual disponible una vez descontado el costo de vida para cumplir con las obligaciones de crédito.
13-2052.00	Asesores sobre finanzas personales	Ayuda a seleccionar a los candidatos para recibir un premio o una ayuda en específico de orden financiero.
13-2052.00	Asesores sobre finanzas personales	Autoriza la liberación de fondos para estudiantes.
13-2052.00	Asesores sobre finanzas personales	Prepara los registros e informes requeridos.
13-2052.00	Asesores sobre finanzas personales	Abre cuentas para los clientes y dispone de los fondos de las cuentas para los acreedores en su calidad de representante del cliente.
13-2052.00	Asesores sobre finanzas personales	Explica a las personas y grupos la ayuda financiera disponible para universitarios, tales como créditos, subsidios y becas.
13-2052.00	Asesores sobre finanzas personales	Calcula la cantidad de la deuda y los fondos disponibles.
13-2052.00	Asesores sobre finanzas personales	Entrevista a estudiantes para obtener información y comparar los datos en las solicitudes de los estudiantes con los requisitos para determinar si cumplen con los requisitos para entrar en el programa de asistencia.
13-2052.00	Asesores sobre finanzas personales	Contacta a los acreedores para acordar ajustes en los pagos de manera que el cliente pueda pagar y que los pagos sean aceptables para los acreedores.
13-2052.00	Asesores sobre finanzas personales	Determina la cantidad de la ayuda que se va a otorgar, teniendo en cuenta factores como fondos disponibles, cantidad solicitada y necesidades del estudiante.
13-2052.00	Asesores sobre finanzas personales	Establece prioridades de pago para planear el método y el tiempo de liquidación de la deuda.
13-2052.00	Asesores sobre finanzas personales	Asesora al cliente sobre problemas financieros, como gastos excesivos y préstamo de fondos.
13-2053.00	Aseguradores	Examina documentos para determinar el grado de riesgo a partir de factores como la situación financiera del solicitante y el valor y condición de la propiedad.
13-2053.00	Aseguradores	Escribe a representantes del área, personal médico, entre otros para obtener más información, tasar cotizaciones o explicar las políticas de seguros de la compañía.
13-2053.00	Aseguradores	Rechaza riesgos excesivos.
